7039	160	5	58.99
2014	118	3	13.07
125	215	18	56.48
124	3110	12	117.34
1356	12	5	4.84
285	108	10	16.93
103	1826	4	9.76
105	1562	3	8.28
156	276	7	25.45
110	370	5	6.51
108	1156	13	73.02
108	3654	13	125.24
132	3056	3	19.32
133	245	4	5.11
132	361	48	348.45
704	12	9	7.01
107	3171	4	21.2
1631	141	6	40.43
115	462	12	43.08
430	163	3	10.58
2465	13244	3	61.59
141	4360	3	22.98
840	113	3	6.75
575	152	6	29.95
483	108	4	5.55
487	2	4	6.44
13669	4468	3	65.95
208	755	4	26.29
1540	12	7	12.08
154	184	4	5.02
667	187	5	31.93
102	2684	4	10.96
149	3264	4	32.24
16	338	7	16.18
123	607	3	7.39
420	512	6	52.56
103	4819	3	12.41
101	1164	12	38.24
104	2715	11	69.68
1335	16	9	54.3
101	494	7	4
1568	122	7	41.04
963	104	4	6.6
124	2571	8	63.55
1768	14	6	8.21
102	1683	10	36.88
731	104	4	4.62
1235	14	6	4.85
3281	103	3	9.51
7337	14	4	15.8
104	300	37	113.19
697	57	3	9.12
402	169	3	11.14
368	153	7	29.25
1282	101	7	16.05
112	641	4	8.41
323	153	4	10.93
2446	103	4	12.12
124	11431	3	33.07
683	1235	3	31.51
1667	114	8	45.11
120	1505	15	111.54
945	14	13	20.92
111	1691	18	138.03
136	732	3	10.54
3986	12	4	10.26
5072	103	3	12.41
102	9847	3	17.53
10782	14	3	13.03
171	1466	5	38.7
102	2942	3	7.21
2165	12	8	22.05
177	147	24	91.2
8	1674	3	14.05
178	560	8	53.01
763	117	3	7.07
101	1393	7	17.16
101	1060	4	3.93
1060	101	4	3.93
277	117	7	10.86
212	1537	3	22.89
9	377	3	4.67
634	101	8	9.2
1653	14	9	17.96
294	162	3	7.5
10125	9394	3	69.17
108	2490	6	34.3
1660	107	3	9.75
193	1780	4	32.97
292	137	12	46.65
318	156	14	75.35
138	259	6	13.68
203	1808	3	23.43
118	416	4	6.56
2336	1364	5	73.1
113	102	785	2198.58
3169	12	3	4.69
39	2773	3	23.94
775	122	4	12.57
471	169	5	25.35
134	198	10	21.91
110	14	264	13.86
13003	4962	3	66.71
111	840	17	95.67
3630	12	3	5.48
593	14	17	19.69
2139	250	3	27.04
193	1910	3	23.36
642	107	3	4.32
133	1868	4	23.62
333	57	4	7.5
141	289	7	20.25
646	110	3	4.74
173	341	36	303.91
142	693	4	16.18
119	383	8	21.31
116	1763	5	25.14
536	107	5	9.63
1720	468	4	43.96
122	12629	3	31.67
234	404	21	189.79
204	142	7	12.88
114	104	145	107.59
939	9	7	36.39
112	580	3	4.36
133	110	161	546.35
223	1055	4	30.21
2605	12	7	20.35
243	677	9	77.47
186	552	4	21.7
126	102	311	654.8
1112	107	3	7.46
105	756	9	30.32
12	3385	7	24.63
557	102	12	19.51
867	137	3	11.57
153	578	4	16.86
121	112	59	51.45
3104	103	3	9.09
3520	16	3	17.74
85	388	3	7.95
8	406	4	8.94
188	455	3	13.5
102	1487	10	33.97
105	1890	8	41.39
312	132	3	4.03
7942	8076	4	91.91
2296	12	4	5.92
106	3206	4	21.1
132	264	10	30.4
133	404	7	25.36
230	5923	3	34.2
938	246	3	21.43
1630	124	6	36.32
116	642	5	14.3
127	8847	3	26.79
433	104	8	10.22
134	297	3	4.03
1756	112	8	45.43
132	1417	3	13.99
202	505	4	22.08
111	3520	4	23.26
550	122	4	9.69
180	162	5	9.24
6257	1576	5	89.4
285	239	6	32.36
3789	12	3	5.93
102	2073	5	13.48
182	132	5	3.94
749	14	15	20.91
722	156	3	13.31
150	672	4	17.87
660	122	4	11.34
458	183	57	619.73
102	2373	4	10.12
101	5571	7	44.7
251	112	15	32.9
